,NatureAccident,ClassificationOfAccident,Fatal,Grevious,Minor,Injured,AccYear,AccDay
9513,7,1,3,4,3,1,2019,7
9514,1,2,0,1,1,0,2019,7
9515,8,2,2,8,4,4,2019,7
9516,4,3,3,8,1,3,2019,7
9517,2,2,2,9,2,3,2019,7
9518,6,2,1,10,5,4,2019,7
9519,8,5,2,3,1,3,2019,7
9520,7,2,0,4,4,3,2019,7
9521,5,4,0,7,4,2,2019,7
9522,1,1,4,4,5,1,2019,7
9523,3,5,4,3,4,5,2019,7
9524,8,3,1,7,5,5,2019,7
9525,4,2,2,3,3,2,2019,7
9526,6,2,1,10,5,4,2019,7
9527,8,5,2,3,1,3,2019,7
9528,2,4,1,10,4,4,2019,7
9529,2,1,1,8,2,5,2019,7
9530,7,2,0,4,4,3,2019,7
9531,7,2,0,7,4,3,2019,7
9532,2,5,3,2,3,4,2019,7
9533,7,1,2,3,4,4,2019,7
9534,7,2,4,4,5,5,2019,7
9535,5,4,0,7,4,2,2019,7
9536,4,5,1,8,4,1,2019,7
9537,1,4,4,7,4,4,2019,7
9538,2,3,1,4,2,2,2019,7
9539,6,3,2,9,5,5,2019,7
9540,4,2,2,3,3,2,2019,7
9541,2,1,1,5,0,0,2019,7
9542,3,4,1,4,3,1,2019,7
9543,4,5,1,9,4,4,2019,7
9544,8,3,2,3,5,5,2019,7
9545,1,4,1,1,1,5,2019,7
9546,4,2,4,7,3,3,2019,7
9547,7,2,1,8,5,3,2019,7
9548,4,2,3,5,3,5,2019,7
9549,7,4,2,9,3,4,2019,7
9550,2,4,1,3,5,4,2019,7
9551,1,4,0,8,3,5,2019,7
9552,6,1,0,10,5,1,2019,7
9553,7,2,1,8,5,3,2019,7
9554,4,2,3,5,3,5,2019,7
9555,2,4,1,3,5,4,2019,7
9556,1,4,0,8,3,5,2019,7
9557,6,1,0,10,5,1,2019,7
9558,7,2,1,8,5,3,2019,7
9559,4,2,3,5,3,5,2019,7
9560,2,4,1,3,5,4,2019,7
9561,1,4,0,8,3,5,2019,7
9562,6,1,0,10,5,1,2019,7
9563,4,1,4,6,1,5,2019,7
9564,7,2,1,8,5,3,2019,7
9565,4,2,3,5,3,5,2019,7
9566,1,5,3,7,4,1,2019,7
9567,2,4,1,3,5,4,2019,7
9568,1,4,0,8,3,5,2019,7
9569,6,1,0,10,5,1,2019,7
9570,7,5,4,5,2,3,2019,7
9571,3,4,1,4,3,1,2019,7
9572,4,5,1,9,4,4,2019,7
9573,4,2,1,5,3,2,2019,7
9574,1,4,1,1,1,5,2019,7
9575,2,2,2,2,4,5,2019,7
9576,4,2,4,7,3,3,2019,7
9577,4,5,1,9,4,4,2019,7
9578,4,2,1,5,3,2,2019,7
9579,1,4,1,1,1,5,2019,7
9580,2,2,2,2,4,5,2019,7
9581,4,2,4,7,3,3,2019,7
9582,4,5,1,9,4,4,2019,7
9583,4,2,1,5,3,2,2019,7
9584,1,4,1,1,1,5,2019,7
9585,2,2,2,2,4,5,2019,7
9586,2,5,1,9,3,1,2019,30
9587,6,1,1,9,4,2,2019,30
9588,5,4,0,6,1,1,2019,30
9589,2,5,1,9,3,1,2019,30
9590,6,1,1,9,4,2,2019,30
9591,5,4,0,6,1,1,2019,30
9592,2,1,2,1,1,0,2019,30
9593,2,1,1,5,4,3,2019,30
9594,2,2,1,3,1,3,2019,30
9595,2,2,1,8,5,4,2019,30
9596,8,5,0,2,5,3,2019,30
9597,7,1,0,5,5,1,2019,30
9598,5,2,3,1,5,5,2019,30
9599,5,5,4,6,5,4,2019,30
9600,2,1,4,1,5,3,2019,30
9601,1,1,4,9,5,1,2019,30
9602,7,4,2,2,1,1,2019,30
9603,3,3,0,2,5,3,2019,30
9604,3,2,2,3,5,5,2019,30
9605,5,1,4,3,3,2,2019,30
9606,4,4,1,2,2,4,2019,30
9607,6,4,3,2,2,4,2019,30
9608,2,1,1,5,4,3,2019,30
9609,2,2,1,3,1,3,2019,30
9610,2,2,1,8,5,4,2019,30
9611,6,1,0,8,1,1,2019,30
9612,6,3,2,5,2,5,2019,30
9613,8,5,0,2,5,3,2019,30
9614,5,4,3,8,3,4,2019,30
9615,1,2,4,2,3,4,2019,30
9616,6,5,3,10,4,5,2019,30
9617,7,5,3,7,4,5,2019,30
9618,8,4,0,7,1,2,2019,30
9619,3,1,4,2,3,4,2019,30
9620,2,1,1,10,1,5,2019,30
9621,2,2,4,6,2,4,2019,30
9622,5,1,4,3,3,2,2019,30
9623,8,5,4,6,2,5,2019,30
9624,2,3,0,0,1,0,2019,30
9625,7,3,4,4,5,3,2019,30
9626,3,4,1,4,1,3,2019,30
9627,7,1,4,8,3,5,2019,30
9628,8,2,4,10,2,1,2019,30
9629,3,5,3,3,5,1,2019,30
9630,2,1,3,3,1,5,2019,30
9631,2,2,3,4,3,3,2019,30
9632,6,2,0,7,2,2,2019,30
9633,3,3,1,1,4,3,2019,30
9634,3,4,0,7,4,2,2019,30
9635,2,4,1,8,5,3,2019,30
9636,4,5,3,2,4,4,2019,30
9637,5,2,4,7,2,1,2019,30
9638,6,2,0,7,2,2,2019,30
9639,3,3,1,1,4,3,2019,30
9640,3,4,0,7,4,2,2019,30
9641,2,4,1,8,5,3,2019,30
9642,4,5,3,2,4,4,2019,30
9643,5,2,4,7,2,1,2019,30
9644,6,2,0,7,2,2,2019,30
9645,3,3,1,1,4,3,2019,30
9646,3,4,0,7,4,2,2019,30
9647,2,4,1,8,5,3,2019,30
9648,4,5,3,2,4,4,2019,30
9649,5,2,4,7,2,1,2019,30
9650,1,5,2,10,3,3,2019,30
9651,5,5,1,9,1,5,2019,30
9652,4,5,3,1,4,3,2019,30
9653,6,2,3,9,2,2,2019,30
9654,1,1,2,9,3,5,2019,30
9655,2,2,4,10,4,2,2019,30
9656,3,3,1,1,4,3,2019,30
9657,3,4,0,7,4,2,2019,30
9658,2,4,1,8,5,3,2019,30
9659,3,2,2,9,1,4,2019,30
9660,5,2,4,7,2,1,2019,30
9661,7,3,4,4,5,3,2019,30
9662,3,4,1,4,1,3,2019,30
9663,8,2,4,10,2,1,2019,30
9664,3,5,3,3,5,1,2019,30
9665,2,1,3,3,1,5,2019,30
9666,2,2,3,4,3,3,2019,30
9667,2,2,3,4,1,3,2019,30
9668,8,2,4,10,2,1,2019,30
9669,3,5,3,3,5,1,2019,30
9670,2,1,3,3,1,5,2019,30
9671,2,2,3,4,3,3,2019,30
9672,2,2,3,4,1,3,2019,30
9673,5,1,0,1,4,3,2019,29
9674,7,3,4,3,1,2,2019,29
9675,1,3,4,5,3,3,2019,29
9676,5,1,0,1,4,3,2019,29
9677,7,3,4,3,1,2,2019,29
9678,1,3,4,5,3,3,2019,29
9679,2,1,1,1,1,0,2019,29
9680,2,2,0,2,0,0,2019,29
9681,3,4,2,7,2,4,2019,29
9682,1,4,0,5,1,4,2019,29
9683,1,2,0,8,4,1,2019,29
9684,7,2,4,3,2,3,2019,29
9685,2,3,2,10,4,2,2019,29
9686,7,5,0,6,3,2,2019,29
9687,1,2,0,3,4,1,2019,29
9688,3,5,0,3,5,2,2019,29
9689,5,5,4,6,2,1,2019,29
9690,6,1,3,1,2,1,2019,29
9691,2,1,4,2,1,4,2019,29
9692,1,3,2,2,4,5,2019,29
9693,5,1,3,7,2,1,2019,29
9694,3,1,4,10,5,4,2019,29
9695,5,5,4,5,4,5,2019,29
9696,1,5,3,8,5,2,2019,29
9697,7,1,1,9,3,4,2019,29
9698,4,5,0,1,1,5,2019,29
9699,8,2,4,5,5,5,2019,29
9700,2,3,2,10,4,2,2019,29
9701,7,5,0,6,3,2,2019,29
9702,7,4,4,5,4,4,2019,29
9703,3,5,0,3,5,2,2019,29
9704,5,5,4,6,2,1,2019,29
9705,2,5,3,2,1,4,2019,29
9706,4,3,3,4,2,3,2019,29
9707,7,3,2,4,3,1,2019,29
9708,2,3,0,0,1,0,2019,29
9709,2,3,0,0,1,0,2019,29
9710,5,1,4,2,3,5,2019,29
9711,4,5,0,3,1,5,2019,29
9712,7,2,1,7,1,5,2019,29
9713,6,2,0,1,1,4,2019,29
9714,2,5,1,8,5,2,2019,29
9715,2,4,4,1,4,5,2019,29
9716,4,5,0,8,4,2,2019,29
9717,7,3,4,1,5,1,2019,29
9718,3,3,4,2,5,2,2019,29
9719,8,5,1,10,3,3,2019,29
9720,2,4,4,1,4,5,2019,29
9721,4,5,0,8,4,2,2019,29
9722,7,3,4,1,5,1,2019,29
9723,3,3,4,2,5,2,2019,29
9724,8,5,1,10,3,3,2019,29
9725,2,4,4,1,4,5,2019,29
9726,4,5,0,8,4,2,2019,29
9727,7,3,4,1,5,1,2019,29
9728,3,3,4,2,5,2,2019,29
9729,8,5,1,10,3,3,2019,29
9730,3,3,2,7,4,1,2019,29
9731,7,5,3,1,1,1,2019,29
9732,3,3,2,7,4,1,2019,29
9733,8,1,4,1,5,4,2019,29
9734,4,5,0,8,4,2,2019,29
9735,3,3,4,2,5,2,2019,29
9736,8,5,1,10,3,3,2019,29
9737,5,1,4,2,3,5,2019,29
9738,4,5,0,3,1,5,2019,29
9739,7,2,1,7,1,5,2019,29
9740,2,5,1,8,5,2,2019,29
9741,2,5,1,8,5,2,2019,29
9742,5,4,3,9,4,5,2019,28
9743,5,4,3,9,4,5,2019,28
9744,7,4,0,0,0,0,2019,28
9745,3,5,4,6,5,5,2019,28
9746,3,3,0,8,1,1,2019,28
9747,3,5,0,4,4,5,2019,28
9748,1,1,1,8,3,1,2019,28
9749,6,2,2,1,1,5,2019,28
9750,2,3,1,5,5,1,2019,28
9751,8,2,3,9,3,1,2019,28
9752,2,4,3,9,1,3,2019,28
9753,4,4,3,8,4,2,2019,28
9754,7,2,1,1,1,5,2019,28
9755,4,3,4,10,3,5,2019,28
9756,1,5,3,6,5,1,2019,28
9757,7,2,4,2,3,3,2019,28
9758,3,2,2,5,4,2,2019,28
9759,6,2,0,9,2,3,2019,28
9760,4,3,4,8,3,5,2019,28
9761,5,4,2,6,1,1,2019,28
9762,8,2,2,9,3,4,2019,28
9763,2,1,0,1,4,3,2019,28
9764,2,3,4,3,1,5,2019,28
9765,4,3,3,5,1,4,2019,28
9766,1,3,4,5,3,1,2019,28
9767,3,3,0,8,1,1,2019,28
9768,3,5,0,4,4,5,2019,28
9769,2,1,2,4,2,1,2019,28
9770,1,1,4,6,1,4,2019,28
9771,6,2,2,1,1,5,2019,28
9772,3,5,2,2,5,4,2019,28
9773,6,1,2,6,1,5,2019,28
9774,7,5,0,6,2,4,2019,28
9775,2,4,3,9,1,3,2019,28
9776,8,3,2,6,1,2,2019,28
9777,5,2,4,5,2,3,2019,28
9778,6,2,0,9,2,3,2019,28
9779,2,4,0,2,1,1,2019,28
9780,7,5,4,9,5,5,2019,28
9781,2,3,0,1,5,3,2019,28
9782,6,3,0,10,1,2,2019,28
9783,2,2,0,1,4,2,2019,28
9784,3,4,0,10,3,3,2019,28
9785,2,4,0,7,5,2,2019,28
9786,6,3,2,6,5,3,2019,28
9787,6,4,3,4,1,1,2019,28
9788,8,5,3,4,3,5,2019,28
9789,5,3,0,8,4,4,2019,28
9790,6,4,4,2,3,3,2019,28
9791,2,1,1,4,5,4,2019,28
9792,3,2,4,7,5,4,2019,28
9793,1,5,2,3,2,2,2019,28
9794,8,5,0,8,2,2,2019,28
9795,3,2,4,7,5,4,2019,28
9796,1,5,2,3,2,2,2019,28
9797,8,5,0,8,2,2,2019,28
9798,3,2,4,7,5,4,2019,28
9799,1,5,2,3,2,2,2019,28
9800,8,5,0,8,2,2,2019,28
9801,2,5,1,4,3,1,2019,28
9802,5,5,4,7,3,3,2019,28
9803,6,2,0,5,3,2,2019,28
9804,7,1,2,6,5,5,2019,28
9805,8,5,0,8,2,2,2019,28
9806,7,5,4,9,5,5,2019,28
9807,2,3,0,1,5,3,2019,28
9808,6,3,0,10,1,2,2019,28
9809,2,2,0,1,4,2,2019,28
9810,3,4,0,10,3,3,2019,28
9811,2,4,0,7,5,2,2019,28
9812,6,3,2,6,5,3,2019,28
9813,6,4,3,4,1,1,2019,28
9814,5,3,0,8,4,4,2019,28
9815,6,4,4,2,3,3,2019,28
9816,2,1,1,4,5,4,2019,28
9817,2,3,0,1,5,3,2019,28
9818,6,3,0,10,1,2,2019,28
9819,2,2,0,1,4,2,2019,28
9820,3,4,0,10,3,3,2019,28
9821,2,4,0,7,5,2,2019,28
9822,6,3,2,6,5,3,2019,28
9823,6,4,3,4,1,1,2019,28
9824,5,3,0,8,4,4,2019,28
9825,6,4,4,2,3,3,2019,28
9826,2,1,1,4,5,4,2019,28
9827,2,3,0,1,5,3,2019,28
9828,6,3,0,10,1,2,2019,28
9829,2,2,0,1,4,2,2019,28
9830,3,4,0,10,3,3,2019,28
9831,2,4,0,7,5,2,2019,28
9832,6,3,2,6,5,3,2019,28
9833,6,4,3,4,1,1,2019,28
9834,8,5,4,4,1,5,2019,27
9835,8,5,2,4,1,5,2019,27
9836,4,2,1,4,1,4,2019,27
9837,5,4,1,6,3,2,2019,27
9838,8,5,4,4,1,5,2019,27
9839,8,5,2,4,1,5,2019,27
9840,4,2,1,4,1,4,2019,27
9841,5,4,1,6,3,2,2019,27
9842,7,4,0,0,0,0,2019,27
9843,6,1,2,2,4,3,2019,27
9844,8,3,1,9,4,3,2019,27
9845,8,5,4,4,5,4,2019,27
9846,7,3,4,3,4,1,2019,27
9847,4,4,3,8,1,1,2019,27
9848,6,2,3,4,3,3,2019,27
9849,2,4,4,4,3,3,2019,27
9850,7,5,3,2,3,5,2019,27
9851,2,4,2,2,3,3,2019,27
9852,6,5,2,8,3,1,2019,27
9853,3,3,1,4,3,2,2019,27
9854,6,2,0,1,1,4,2019,27
9855,6,4,1,10,3,1,2019,27
9856,4,1,1,9,2,2,2019,27
9857,7,4,3,7,2,5,2019,27
9858,8,2,3,4,1,2,2019,27
9859,1,4,1,4,2,3,2019,27
9860,1,3,0,5,3,2,2019,27
9861,4,4,3,4,3,5,2019,27
9862,6,2,3,4,3,3,2019,27
9863,3,1,2,4,3,2,2019,27
9864,2,1,4,9,4,2,2019,27
9865,6,1,0,5,2,5,2019,27
9866,2,4,2,2,3,3,2019,27
9867,3,5,1,5,4,2,2019,27
9868,6,2,0,1,1,4,2019,27
9869,6,4,1,10,3,1,2019,27
9870,1,5,1,1,2,4,2019,27
9871,7,2,1,5,3,5,2019,27
9872,7,5,2,7,4,5,2019,27
9873,8,1,4,2,2,4,2019,27
9874,2,3,0,2,1,1,2019,27
9875,2,4,1,2,2,4,2019,27
9876,7,2,1,3,5,1,2019,27
9877,4,3,3,6,1,5,2019,27
9878,2,1,4,4,5,1,2019,27
9879,7,4,0,7,2,2,2019,27
9880,6,2,4,5,3,1,2019,27
9881,4,3,4,4,4,2,2019,27
9882,1,2,3,4,3,3,2019,27
9883,7,1,2,10,5,5,2019,27
9884,6,3,4,5,3,2,2019,27
9885,6,4,1,2,4,5,2019,27
9886,5,5,0,7,5,5,2019,27
9887,1,4,4,3,4,4,2019,27
9888,1,1,4,9,5,5,2019,27
9889,6,3,4,5,3,2,2019,27
9890,6,4,1,2,4,5,2019,27
9891,5,5,0,7,5,5,2019,27
9892,1,4,4,3,4,4,2019,27
9893,1,1,4,9,5,5,2019,27
9894,6,3,4,5,3,2,2019,27
9895,6,4,1,2,4,5,2019,27
9896,5,5,0,7,5,5,2019,27
9897,1,4,4,3,4,4,2019,27
9898,1,1,4,9,5,5,2019,27
9899,8,3,0,7,2,1,2019,27
9900,8,3,0,7,2,1,2019,27
9901,7,5,4,10,1,1,2019,27
9902,1,1,4,9,5,5,2019,27
9903,2,4,1,2,2,4,2019,27
9904,7,2,1,3,5,1,2019,27
9905,4,3,3,6,1,5,2019,27
9906,2,1,4,4,5,1,2019,27
9907,7,4,0,7,2,2,2019,27
9908,6,2,4,5,3,1,2019,27
9909,4,3,4,4,4,2,2019,27
9910,1,2,3,4,3,3,2019,27
9911,7,1,2,10,5,5,2019,27
9912,6,2,4,5,3,1,2019,27
9913,4,3,4,4,4,2,2019,27
9914,1,2,3,4,3,3,2019,27
9915,7,1,2,10,5,5,2019,27
9916,6,2,4,5,3,1,2019,27
9917,4,3,4,4,4,2,2019,27
9918,1,2,3,4,3,3,2019,27
9919,7,5,3,2,4,4,2019,26
9920,7,4,3,4,3,2,2019,26
9921,3,1,3,5,4,3,2019,26
9922,6,2,0,6,1,3,2019,26
9923,7,5,3,2,4,4,2019,26
9924,7,4,3,4,3,2,2019,26
9925,3,1,3,5,4,3,2019,26
9926,6,2,0,6,1,3,2019,26
9927,2,1,1,0,0,0,2019,26
9928,8,4,0,4,3,4,2019,26
9929,3,3,2,2,2,3,2019,26
9930,5,4,4,9,4,2,2019,26
9931,8,3,1,1,1,1,2019,26
9932,2,1,1,2,3,4,2019,26
9933,2,3,3,8,3,3,2019,26
9934,3,1,2,7,2,2,2019,26
9935,7,4,4,7,5,5,2019,26
9936,2,1,0,7,2,3,2019,26
9937,2,5,4,2,5,5,2019,26
9938,6,1,2,2,3,3,2019,26
9939,5,1,1,9,2,2,2019,26
9940,1,2,2,1,5,5,2019,26
9941,7,3,2,4,2,3,2019,26
9942,7,2,0,2,5,1,2019,26
9943,3,3,0,6,3,5,2019,26
9944,3,3,3,5,1,3,2019,26
9945,5,1,4,1,1,3,2019,26
9946,2,5,3,8,5,2,2019,26
9947,5,4,4,9,4,2,2019,26
9948,8,3,1,1,1,1,2019,26
9949,2,1,1,2,3,4,2019,26
9950,8,5,1,3,1,4,2019,26
9951,3,4,0,10,2,1,2019,26
9952,2,3,3,8,3,3,2019,26
9953,3,1,2,7,2,2,2019,26
9954,7,4,4,7,5,5,2019,26
9955,2,1,0,7,2,3,2019,26
9956,8,4,4,5,2,2,2019,26
9957,6,1,2,2,3,3,2019,26
9958,5,1,1,9,2,2,2019,26
9959,2,5,3,9,1,2,2019,26
9960,3,5,2,7,1,2,2019,26
9961,1,4,4,9,1,5,2019,26
9962,8,2,1,5,2,5,2019,26
9963,2,5,0,6,5,2,2019,26
9964,7,1,4,9,5,2,2019,26
9965,2,2,0,2,1,1,2019,26
9966,2,2,0,2,0,0,2019,26
9967,2,1,3,3,3,2,2019,26
9968,4,4,2,5,5,4,2019,26
9969,8,4,2,1,2,4,2019,26
9970,2,1,0,10,1,4,2019,26
9971,2,4,4,3,5,5,2019,26
9972,8,5,2,6,3,4,2019,26
9973,8,5,1,4,1,5,2019,26
9974,8,2,3,8,1,5,2019,26
9975,5,1,1,2,4,1,2019,26
9976,8,5,3,5,2,4,2019,26
9977,2,4,4,3,5,5,2019,26
9978,8,5,2,6,3,4,2019,26
9979,8,5,1,4,1,5,2019,26
9980,8,2,3,8,1,5,2019,26
9981,5,1,1,2,4,1,2019,26
9982,8,5,3,5,2,4,2019,26
9983,2,4,4,3,5,5,2019,26
9984,8,5,2,6,3,4,2019,26
9985,8,5,1,4,1,5,2019,26
9986,7,4,3,5,1,2,2019,26
9987,8,2,3,8,1,5,2019,26
9988,5,1,1,2,4,1,2019,26
9989,8,5,3,5,2,4,2019,26
9990,2,2,2,4,2,4,2019,26
9991,2,2,2,4,2,4,2019,26
9992,2,4,4,3,5,5,2019,26
9993,8,5,2,6,3,4,2019,26
9994,8,5,1,4,1,5,2019,26
9995,7,4,3,5,1,2,2019,26
9996,8,5,3,5,2,4,2019,26
9997,6,1,4,4,2,4,2019,26
9998,2,1,3,3,3,2,2019,26
9999,4,4,2,5,5,4,2019,26
10000,8,4,2,1,2,4,2019,26
10001,2,1,0,10,1,4,2019,26
10002,4,4,2,5,5,4,2019,26
10003,8,4,2,1,2,4,2019,26
10004,2,1,0,10,1,4,2019,26
10005,4,4,2,5,5,4,2019,26
10006,7,1,8,10,5,0,2019,25
10007,7,2,0,10,2,1,2019,25
10008,2,4,0,1,2,3,2019,25
10009,4,2,2,5,3,3,2019,25
10010,1,5,0,8,1,5,2019,25
10011,6,2,1,8,4,4,2019,25
10012,4,5,0,9,4,4,2019,25
10013,4,3,1,8,3,5,2019,25
10014,1,5,0,6,2,1,2019,25
10015,4,5,1,7,4,2,2019,25
10016,3,1,3,8,2,3,2019,25
10017,2,3,3,1,4,2,2019,25
10018,4,1,2,4,1,1,2019,25
10019,3,1,2,8,1,4,2019,25
10020,2,5,2,10,1,2,2019,25
10021,8,4,2,9,4,5,2019,25
10022,1,5,0,8,3,2,2019,25
10023,3,1,0,4,4,1,2019,25
10024,3,2,4,7,1,1,2019,25
10025,1,4,4,9,4,5,2019,25
10026,4,2,2,5,3,3,2019,25
10027,5,3,3,6,3,3,2019,25
10028,3,1,3,8,2,3,2019,25
10029,5,5,3,5,3,5,2019,25
10030,3,3,0,3,2,4,2019,25
10031,3,4,1,7,5,4,2019,25
10032,1,3,0,0,2,0,2019,25
10033,7,2,2,9,5,4,2019,25
10034,8,5,3,1,1,4,2019,25
10035,1,3,2,4,1,5,2019,25
10036,6,2,1,2,4,4,2019,25
10037,8,5,2,7,4,3,2019,25
10038,3,3,1,3,2,1,2019,25
10039,8,3,4,7,2,5,2019,25
10040,6,2,3,6,5,5,2019,25
10041,5,5,4,5,4,4,2019,25
10042,8,5,4,3,2,1,2019,25
10043,7,4,0,6,4,2,2019,25
10044,5,1,4,9,4,3,2019,25
10045,6,5,4,3,1,5,2019,25
10046,3,4,0,10,3,1,2019,25
10047,5,1,4,9,4,3,2019,25
10048,6,5,4,3,1,5,2019,25
10049,3,4,0,10,3,1,2019,25
10050,5,1,4,9,4,3,2019,25
10051,6,5,4,3,1,5,2019,25
10052,3,4,0,10,3,1,2019,25
10053,5,1,4,9,4,3,2019,25
10054,6,5,4,3,1,5,2019,25
10055,3,4,0,10,3,1,2019,25
10056,3,5,1,7,3,1,2019,25
10057,3,1,1,8,4,5,2019,25
10058,7,2,2,9,5,4,2019,25
10059,8,5,3,1,1,4,2019,25
10060,6,2,1,2,4,4,2019,25
10061,8,5,2,7,4,3,2019,25
10062,3,3,1,3,2,1,2019,25
10063,8,3,4,7,2,5,2019,25
10064,6,2,3,6,5,5,2019,25
10065,7,4,2,8,1,1,2019,25
10066,8,5,4,3,2,1,2019,25
10067,7,4,0,6,4,2,2019,25
10068,8,5,3,1,1,4,2019,25
10069,6,2,1,2,4,4,2019,25
10070,8,5,2,7,4,3,2019,25
10071,3,3,1,3,2,1,2019,25
10072,8,3,4,7,2,5,2019,25
10073,6,2,3,6,5,5,2019,25
10074,7,4,2,8,1,1,2019,25
10075,8,5,4,3,2,1,2019,25
10076,7,4,0,6,4,2,2019,25
10077,8,5,3,1,1,4,2019,25
10078,6,2,1,2,4,4,2019,25
10079,8,5,2,7,4,3,2019,25
10080,3,3,1,3,2,1,2019,25
10081,8,3,4,7,2,5,2019,25
10082,6,2,3,6,5,5,2019,25
10083,7,4,2,8,1,1,2019,25
10084,7,2,1,5,4,4,2019,24
10085,8,5,4,2,3,1,2019,24
10086,7,4,0,1,5,4,2019,24
10087,7,3,0,1,2,4,2019,24
10088,7,2,1,5,4,4,2019,24
10089,8,5,4,2,3,1,2019,24
10090,7,4,0,1,5,4,2019,24
10091,7,3,0,1,2,4,2019,24
10092,2,2,0,1,0,0,2019,24
10093,5,2,0,9,4,3,2019,24
10094,7,1,4,2,3,4,2019,24
10095,4,4,3,10,1,3,2019,24
10096,7,1,0,1,3,2,2019,24
10097,7,4,0,5,2,5,2019,24
10098,6,2,2,10,1,3,2019,24
10099,4,3,1,8,2,3,2019,24
10100,1,4,0,7,2,4,2019,24
10101,7,2,0,6,4,2,2019,24
10102,2,5,1,3,3,5,2019,24
10103,5,2,4,3,5,4,2019,24
10104,7,4,2,2,3,5,2019,24
10105,8,5,3,5,3,3,2019,24
10106,3,2,3,2,3,4,2019,24
10107,8,4,3,10,1,2,2019,24
10108,2,4,1,2,2,1,2019,24
10109,7,4,0,10,4,4,2019,24
10110,4,4,3,10,1,3,2019,24
10111,5,4,4,2,5,5,2019,24
10112,7,4,0,5,2,5,2019,24
10113,5,3,2,4,3,3,2019,24
10114,7,2,2,2,4,4,2019,24
10115,6,2,2,10,1,3,2019,24
10116,8,1,2,10,1,4,2019,24
10117,1,1,4,8,2,5,2019,24
10118,3,5,2,9,3,4,2019,24
10119,5,2,3,4,2,2,2019,24
10120,8,5,3,5,3,3,2019,24
10121,2,2,1,5,0,0,2019,24
10122,5,4,1,7,4,3,2019,24
10123,8,5,1,8,1,3,2019,24
10124,8,2,0,3,5,1,2019,24
10125,7,2,2,1,1,3,2019,24
10126,5,4,3,10,1,3,2019,24
10127,2,2,2,3,4,5,2019,24
10128,6,4,1,5,5,5,2019,24
10129,6,4,1,5,5,5,2019,24
10130,6,4,1,5,5,5,2019,24
10131,8,2,2,5,2,3,2019,24
10132,8,2,2,5,2,3,2019,24
10133,6,2,3,8,5,1,2019,24
10134,7,5,1,5,3,4,2019,24
10135,6,4,1,5,5,5,2019,24
10136,5,4,1,7,4,3,2019,24
10137,5,2,0,8,5,3,2019,24
10138,7,2,2,1,1,3,2019,24
10139,2,2,2,3,4,5,2019,24
10140,5,2,0,8,5,3,2019,24
10141,7,2,2,1,1,3,2019,24
10142,2,2,2,3,4,5,2019,24
10143,5,2,0,8,5,3,2019,24
10144,7,2,2,1,1,3,2019,24
10145,8,4,3,2,3,5,2019,23
10146,4,5,2,5,1,2,2019,23
10147,7,1,4,10,3,5,2019,23
10148,7,4,1,9,1,5,2019,23
10149,5,3,3,6,1,5,2019,23
10150,5,2,0,3,5,4,2019,23
10151,1,3,4,1,2,3,2019,23
10152,1,1,2,10,4,5,2019,23
10153,6,1,1,8,2,5,2019,23
10154,1,3,0,2,4,4,2019,23
10155,4,5,2,5,1,2,2019,23
10156,2,1,4,3,5,2,2019,23
10157,7,4,1,9,1,5,2019,23
10158,3,3,0,8,2,5,2019,23
10159,8,1,0,5,4,2,2019,23
10160,1,5,0,9,5,4,2019,23
10161,4,4,2,10,1,1,2019,23
10162,7,4,4,4,3,3,2019,23
10163,1,1,3,6,4,4,2019,23
10164,5,5,2,10,4,2,2019,23
10165,2,1,1,5,0,0,2019,23
10166,2,2,0,0,1,0,2019,23
10167,5,4,3,1,3,2,2019,23
10168,6,4,1,3,5,5,2019,23
10169,4,1,0,7,4,4,2019,23
10170,4,3,1,1,1,1,2019,23
10171,2,5,0,2,2,2,2019,23
10172,1,1,4,10,4,3,2019,23
10173,2,5,0,2,2,2,2019,23
10174,1,1,4,10,4,3,2019,23
10175,2,5,0,2,2,2,2019,23
10176,1,1,4,10,4,3,2019,23
10177,6,2,2,4,1,1,2019,23
10178,3,3,2,8,4,4,2019,23
10179,1,5,0,2,2,4,2019,23
10180,6,2,2,4,1,1,2019,23
10181,3,3,2,8,4,4,2019,23
10182,1,1,4,10,4,3,2019,23
10183,4,5,0,2,5,3,2019,23
10184,3,1,2,8,1,3,2019,23
10185,5,4,3,1,3,2,2019,23
10186,6,4,1,3,5,5,2019,23
10187,4,1,0,7,4,4,2019,23
10188,4,3,1,1,1,1,2019,23
10189,4,1,0,7,4,4,2019,23
10190,4,3,1,1,1,1,2019,23
10191,4,1,0,7,4,4,2019,23
10192,8,5,4,5,3,5,2019,22
10193,8,5,4,5,3,5,2019,22
10194,3,1,0,10,3,5,2019,22
10195,1,5,2,4,2,4,2019,22
10196,4,2,0,5,5,5,2019,22
10197,2,5,0,10,5,5,2019,22
10198,8,3,0,5,3,5,2019,22
10199,6,3,2,10,4,2,2019,22
10200,3,3,3,4,1,2,2019,22
10201,2,2,3,3,2,1,2019,22
10202,6,4,4,10,2,1,2019,22
10203,8,5,4,9,4,5,2019,22
10204,8,5,0,6,1,3,2019,22
10205,3,1,3,4,4,1,2019,22
10206,6,2,4,5,1,3,2019,22
10207,8,2,2,2,1,5,2019,22
10208,1,4,1,9,4,1,2019,22
10209,1,1,0,3,5,4,2019,22
